Column1,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,year
204,West Gear,1128299,"Tuesday, February 9, 2021",West,California,san francisco,Men's Apparel,65,650,422500,190125,0.45,Outlet,2021
205,West Gear,1128299,"Wednesday, February 10, 2021",West,California,san francisco,Women's Apparel,70,775,542500,54250,0.1,Outlet,2021
206,West Gear,1128299,"Thursday, February 11, 2021",West,California,san francisco,Men's Street Footwear,55,975,536250,160875,0.3,Outlet,2021
207,West Gear,1128299,"Friday, February 12, 2021",West,California,san francisco,Men's Athletic Footwear,60,975,585000,87750,0.15,Outlet,2021
208,West Gear,1128299,"Saturday, February 13, 2021",West,California,san francisco,Women's Street Footwear,55,775,426250,127875,0.3,Outlet,2021
209,West Gear,1128299,"Sunday, February 14, 2021",West,California,san francisco,Women's Athletic Footwear,55,775,426250,106562.5,0.25,Outlet,2021
210,West Gear,1128299,"Monday, February 15, 2021",West,California,san francisco,Men's Apparel,65,700,455000,204750,0.45,Outlet,2021
211,West Gear,1128299,"Tuesday, February 16, 2021",West,California,san francisco,Women's Apparel,70,800,560000,56000,0.1,Outlet,2021
212,Kohl's,1189833,"Wednesday, February 17, 2021",West,California,san francisco,Men's Street Footwear,35,700,245000,98000,0.4,Outlet,2021
213,Kohl's,1189833,"Thursday, February 18, 2021",West,California,san francisco,Men's Athletic Footwear,45,700,315000,78750,0.25,Outlet,2021
214,Kohl's,1189833,"Tuesday, March 9, 2021",West,California,san francisco,Women's Street Footwear,45,700,315000,126000,0.4,Outlet,2021
215,Kohl's,1189833,"Wednesday, March 10, 2021",West,California,san francisco,Women's Athletic Footwear,45,550,247500,86625,0.35,Outlet,2021
216,Kohl's,1189833,"Thursday, March 11, 2021",West,California,los angeles,Men's Apparel,50,500,250000,137500,0.55,Outlet,2021
217,Kohl's,1189833,"Friday, March 12, 2021",West,California,los angeles,Women's Apparel,45,700,315000,63000,0.2,Outlet,2021
218,Kohl's,1189833,"Saturday, March 13, 2021",West,California,los angeles,Men's Street Footwear,35,750,262500,105000,0.4,Outlet,2021
219,Kohl's,1189833,"Sunday, March 14, 2021",West,California,los angeles,Men's Athletic Footwear,45,650,292500,73125,0.25,Outlet,2021
220,Kohl's,1189833,"Monday, March 15, 2021",West,California,los angeles,Women's Street Footwear,45,675,303750,121500,0.4,Outlet,2021
221,Kohl's,1189833,"Tuesday, March 16, 2021",West,California,los angeles,Women's Athletic Footwear,45,525,236250,82687.5,0.35,Outlet,2021
222,Kohl's,1189833,"Wednesday, March 17, 2021",West,California,los angeles,Men's Apparel,50,450,225000,123750,0.55,Outlet,2021
223,Kohl's,1189833,"Thursday, March 18, 2021",West,California,los angeles,Women's Apparel,45,650,292500,58500,0.2,Outlet,2021
224,Kohl's,1189833,"Friday, March 19, 2021",West,California,los angeles,Men's Street Footwear,35,800,280000,112000,0.4,Outlet,2021
225,Kohl's,1189833,"Saturday, March 20, 2021",West,California,los angeles,Men's Athletic Footwear,45,650,292500,73125,0.25,Outlet,2021
226,Kohl's,1189833,"Sunday, March 21, 2021",West,California,los angeles,Women's Street Footwear,45,650,292500,117000,0.4,Outlet,2021
227,Kohl's,1189833,"Monday, March 22, 2021",West,California,los angeles,Women's Athletic Footwear,45,550,247500,86625,0.35,Outlet,2021
228,Kohl's,1189833,"Tuesday, March 23, 2021",West,California,los angeles,Men's Apparel,50,425,212500,116875,0.55,Outlet,2021
229,Kohl's,1189833,"Tuesday, April 6, 2021",West,California,los angeles,Women's Apparel,45,625,281250,56250,0.2,Outlet,2021
230,Kohl's,1189833,"Wednesday, April 7, 2021",West,California,los angeles,Men's Street Footwear,45,800,360000,144000,0.4,Outlet,2021
231,Kohl's,1189833,"Thursday, April 8, 2021",West,California,los angeles,Men's Athletic Footwear,50,600,300000,75000,0.25,Outlet,2021
232,Kohl's,1189833,"Friday, April 9, 2021",West,California,los angeles,Women's Street Footwear,50,625,312500,125000,0.4,Outlet,2021
233,Kohl's,1189833,"Saturday, April 10, 2021",West,California,los angeles,Women's Athletic Footwear,45,525,236250,82687.5,0.35,Outlet,2021
234,Kohl's,1189833,"Sunday, April 11, 2021",West,California,los angeles,Men's Apparel,50,425,212500,116875,0.55,Outlet,2021
235,Kohl's,1189833,"Monday, April 12, 2021",West,California,los angeles,Women's Apparel,65,600,390000,78000,0.2,Outlet,2021
236,Kohl's,1189833,"Tuesday, April 13, 2021",West,California,los angeles,Men's Street Footwear,45,800,360000,144000,0.4,Outlet,2021
237,Kohl's,1189833,"Wednesday, April 14, 2021",West,California,los angeles,Men's Athletic Footwear,50,650,325000,81250,0.25,Outlet,2021
238,Kohl's,1189833,"Thursday, April 15, 2021",West,California,los angeles,Women's Street Footwear,50,650,325000,130000,0.4,Outlet,2021
239,Kohl's,1189833,"Friday, April 16, 2021",West,California,los angeles,Women's Athletic Footwear,45,550,247500,86625,0.35,Outlet,2021
240,Kohl's,1189833,"Saturday, April 17, 2021",West,California,los angeles,Men's Apparel,50,450,225000,123750,0.55,Outlet,2021
241,Kohl's,1189833,"Sunday, April 18, 2021",West,California,los angeles,Women's Apparel,65,625,406250,81250,0.2,Outlet,2021
242,Kohl's,1189833,"Monday, April 19, 2021",West,California,los angeles,Men's Street Footwear,45,900,405000,162000,0.4,Outlet,2021
243,Kohl's,1189833,"Tuesday, April 20, 2021",West,California,los angeles,Men's Athletic Footwear,50,750,375000,93750,0.25,Outlet,2021
244,Kohl's,1189833,"Wednesday, April 21, 2021",West,California,los angeles,Women's Street Footwear,50,750,375000,150000,0.4,Outlet,2021
245,Kohl's,1189833,"Thursday, April 22, 2021",West,California,los angeles,Women's Athletic Footwear,45,625,281250,98437.5,0.35,Outlet,2021
246,Kohl's,1189833,"Friday, April 23, 2021",West,California,los angeles,Men's Apparel,50,500,250000,137500,0.55,Outlet,2021
247,Kohl's,1189833,"Saturday, April 24, 2021",West,California,los angeles,Women's Apparel,65,800,520000,104000,0.2,Outlet,2021
248,Kohl's,1189833,"Sunday, April 25, 2021",West,California,los angeles,Men's Street Footwear,45,950,427500,171000,0.4,Outlet,2021
249,Kohl's,1189833,"Monday, April 26, 2021",West,California,los angeles,Men's Athletic Footwear,50,800,400000,100000,0.25,Outlet,2021
250,Kohl's,1189833,"Tuesday, April 27, 2021",West,California,los angeles,Women's Street Footwear,50,750,375000,150000,0.4,Outlet,2021
251,Kohl's,1189833,"Wednesday, April 28, 2021",West,California,los angeles,Women's Athletic Footwear,45,650,292500,102375,0.35,Outlet,2021
252,Kohl's,1189833,"Thursday, April 29, 2021",West,California,los angeles,Men's Apparel,50,700,350000,192500,0.55,Outlet,2021
253,Kohl's,1189833,"Friday, April 30, 2021",West,California,los angeles,Women's Apparel,65,700,455000,91000,0.2,Outlet,2021
254,Kohl's,1189833,"Saturday, May 1, 2021",West,California,los angeles,Men's Street Footwear,50,900,450000,180000,0.4,Outlet,2021
255,Kohl's,1189833,"Sunday, May 2, 2021",West,California,los angeles,Men's Athletic Footwear,55,850,467500,116875,0.25,Outlet,2021
256,Kohl's,1189833,"Monday, May 3, 2021",West,California,los angeles,Women's Street Footwear,50,725,362500,145000,0.4,Outlet,2021
257,Kohl's,1189833,"Tuesday, May 4, 2021",West,California,los angeles,Women's Athletic Footwear,50,675,337500,118125,0.35,Outlet,2021
258,Kohl's,1189833,"Wednesday, May 5, 2021",West,California,los angeles,Men's Apparel,60,675,405000,222750,0.55,Outlet,2021
259,Kohl's,1189833,"Thursday, May 6, 2021",West,California,los angeles,Women's Apparel,65,650,422500,84500,0.2,Outlet,2021
260,Kohl's,1189833,"Friday, May 7, 2021",West,California,los angeles,Men's Street Footwear,50,850,425000,170000,0.4,Outlet,2021
261,Kohl's,1189833,"Saturday, May 8, 2021",West,California,los angeles,Men's Athletic Footwear,55,850,467500,116875,0.25,Outlet,2021
262,Kohl's,1189833,"Sunday, May 9, 2021",West,California,los angeles,Women's Street Footwear,50,700,350000,140000,0.4,Outlet,2021
263,Kohl's,1189833,"Monday, May 10, 2021",West,California,los angeles,Women's Athletic Footwear,50,650,325000,113750,0.35,Outlet,2021
264,Kohl's,1189833,"Tuesday, May 11, 2021",West,California,los angeles,Men's Apparel,60,650,390000,214500,0.55,Outlet,2021
265,Kohl's,1189833,"Wednesday, May 12, 2021",West,California,los angeles,Women's Apparel,65,700,455000,91000,0.2,Outlet,2021
266,Kohl's,1189833,"Thursday, May 13, 2021",West,California,los angeles,Men's Street Footwear,50,800,400000,160000,0.4,Outlet,2021
267,Kohl's,1189833,"Friday, May 14, 2021",West,California,los angeles,Men's Athletic Footwear,55,800,440000,110000,0.25,Outlet,2021
268,Kohl's,1189833,"Saturday, May 15, 2021",West,California,los angeles,Women's Street Footwear,50,650,325000,130000,0.4,Outlet,2021
269,Kohl's,1189833,"Sunday, May 16, 2021",West,California,los angeles,Women's Athletic Footwear,50,625,312500,109375,0.35,Outlet,2021
270,Kohl's,1189833,"Monday, May 17, 2021",West,California,los angeles,Men's Apparel,60,600,360000,198000,0.55,Outlet,2021
271,Kohl's,1189833,"Tuesday, May 18, 2021",West,California,los angeles,Women's Apparel,65,650,422500,84500,0.2,Outlet,2021
272,Kohl's,1189833,"Wednesday, May 19, 2021",West,California,los angeles,Men's Street Footwear,50,825,412500,165000,0.4,Outlet,2021
273,Kohl's,1189833,"Thursday, May 20, 2021",West,California,los angeles,Men's Athletic Footwear,55,825,453750,113437.5,0.25,Outlet,2021
274,Kohl's,1189833,"Friday, May 21, 2021",West,California,los angeles,Women's Street Footwear,50,675,337500,135000,0.4,Outlet,2021
275,Kohl's,1189833,"Saturday, May 22, 2021",West,California,los angeles,Women's Athletic Footwear,50,650,325000,113750,0.35,Outlet,2021
276,Kohl's,1189833,"Sunday, May 23, 2021",West,California,los angeles,Men's Apparel,60,600,360000,198000,0.55,Outlet,2021
277,Kohl's,1189833,"Monday, May 24, 2021",West,California,los angeles,Women's Apparel,65,700,455000,91000,0.2,Outlet,2021
278,Kohl's,1189833,"Tuesday, May 25, 2021",West,California,los angeles,Men's Street Footwear,50,900,450000,180000,0.4,Outlet,2021
279,Kohl's,1189833,"Wednesday, May 26, 2021",West,California,los angeles,Men's Athletic Footwear,55,900,495000,123750,0.25,Outlet,2021
280,Kohl's,1189833,"Thursday, May 27, 2021",West,California,los angeles,Women's Street Footwear,50,700,350000,140000,0.4,Outlet,2021
281,Kohl's,1189833,"Friday, May 28, 2021",West,California,los angeles,Women's Athletic Footwear,50,700,350000,122500,0.35,Outlet,2021
282,Kohl's,1189833,"Saturday, May 29, 2021",West,California,los angeles,Men's Apparel,60,625,375000,206250,0.55,Outlet,2021
283,Kohl's,1189833,"Sunday, May 30, 2021",West,California,los angeles,Women's Apparel,65,725,471250,94250,0.2,Outlet,2021
284,Foot Locker,1185732,"Monday, May 31, 2021",West,California,los angeles,Men's Street Footwear,45,475,213750,85500,0.4,Outlet,2021
285,Foot Locker,1185732,"Tuesday, June 1, 2021",West,California,los angeles,Men's Athletic Footwear,45,275,123750,43312.5,0.35,Outlet,2021
286,Foot Locker,1185732,"Wednesday, June 2, 2021",West,California,los angeles,Women's Street Footwear,35,275,96250,33687.5,0.35,Outlet,2021
287,Foot Locker,1185732,"Thursday, June 3, 2021",West,California,los angeles,Women's Athletic Footwear,40,125,50000,20000,0.4,Outlet,2021
288,Foot Locker,1185732,"Friday, June 4, 2021",Midwest,Illinois,chicago,Men's Apparel,54,175,96249,33687.5,0.35,Outlet,2021
289,Foot Locker,1185732,"Saturday, June 5, 2021",Midwest,Illinois,chicago,Women's Apparel,45,275,123750,61875,0.5,Outlet,2021
290,Foot Locker,1185732,"Sunday, June 6, 2021",Midwest,Illinois,chicago,Men's Street Footwear,45,525,236250,94500,0.4,Outlet,2021
291,Foot Locker,1185732,"Monday, June 7, 2021",Midwest,Illinois,chicago,Men's Athletic Footwear,45,175,78750,27562.5,0.35,Outlet,2021
292,Foot Locker,1185732,"Tuesday, June 8, 2021",Midwest,Illinois,chicago,Women's Street Footwear,35,225,78750,27562.5,0.35,Outlet,2021
293,Foot Locker,1185732,"Wednesday, June 9, 2021",Midwest,Illinois,chicago,Women's Athletic Footwear,40,100,40000,16000,0.4,Outlet,2021
294,Foot Locker,1185732,"Thursday, June 10, 2021",Midwest,Illinois,chicago,Men's Apparel,54,175,96249,33687.5,0.35,Outlet,2021
295,Foot Locker,1185732,"Friday, June 11, 2021",Midwest,Illinois,chicago,Women's Apparel,45,275,123750,61875,0.5,Outlet,2021
296,Foot Locker,1185732,"Saturday, June 12, 2021",Midwest,Illinois,chicago,Men's Street Footwear,50,495,247500,99000,0.4,Outlet,2021
297,Foot Locker,1185732,"Sunday, June 13, 2021",Midwest,Illinois,chicago,Men's Athletic Footwear,50,200,100000,35000,0.35,Outlet,2021
298,Foot Locker,1185732,"Monday, June 14, 2021",Midwest,Illinois,chicago,Women's Street Footwear,40,225,90000,31500,0.35,Outlet,2021
299,Foot Locker,1185732,"Tuesday, June 15, 2021",Midwest,Illinois,chicago,Women's Athletic Footwear,45,75,33750,13500,0.4,Outlet,2021
300,Foot Locker,1185732,"Wednesday, June 16, 2021",Midwest,Illinois,chicago,Men's Apparel,60,125,75000,26250,0.35,Outlet,2021
301,Foot Locker,1185732,"Thursday, June 17, 2021",Midwest,Illinois,chicago,Women's Apparel,50,225,112500,56250,0.5,Outlet,2021
302,Foot Locker,1185732,"Friday, June 18, 2021",Midwest,Illinois,chicago,Men's Street Footwear,50,450,225000,90000,0.4,Outlet,2021
303,Foot Locker,1185732,"Saturday, June 19, 2021",Midwest,Illinois,chicago,Men's Athletic Footwear,50,150,75000,26250,0.35,Outlet,2021
304,Foot Locker,1185732,"Sunday, June 20, 2021",Midwest,Illinois,chicago,Women's Street Footwear,40,150,60000,21000,0.35,Outlet,2021
305,Foot Locker,1185732,"Monday, June 21, 2021",Midwest,Illinois,chicago,Women's Athletic Footwear,45,75,33750,13500,0.4,Outlet,2021
306,Foot Locker,1185732,"Tuesday, June 22, 2021",Midwest,Illinois,chicago,Men's Apparel,60,100,60000,21000,0.35,Outlet,2021
307,Foot Locker,1185732,"Wednesday, June 23, 2021",Midwest,Illinois,chicago,Women's Apparel,50,225,112500,56250,0.5,Outlet,2021
308,Foot Locker,1185732,"Thursday, June 24, 2021",Midwest,Illinois,chicago,Men's Street Footwear,60,495,297000,118800,0.4,Outlet,2021
309,Foot Locker,1185732,"Friday, June 25, 2021",Midwest,Illinois,chicago,Men's Athletic Footwear,55,200,110000,38500,0.35,Outlet,2021
310,Foot Locker,1185732,"Saturday, June 26, 2021",Midwest,Illinois,chicago,Women's Street Footwear,50,175,87500,30625,0.35,Outlet,2021
311,Foot Locker,1185732,"Sunday, June 27, 2021",Midwest,Illinois,chicago,Women's Athletic Footwear,50,100,50000,20000,0.4,Outlet,2021
312,Foot Locker,1185732,"Monday, June 28, 2021",Midwest,Illinois,chicago,Men's Apparel,60,125,75000,26250,0.35,Outlet,2021
313,Foot Locker,1185732,"Tuesday, June 29, 2021",Midwest,Illinois,chicago,Women's Apparel,65,250,162500,81250,0.5,Outlet,2021
314,Foot Locker,1185732,"Wednesday, June 30, 2021",Midwest,Illinois,chicago,Men's Street Footwear,50,500,250000,100000,0.4,Outlet,2021
315,Foot Locker,1185732,"Thursday, July 1, 2021",Midwest,Illinois,chicago,Men's Athletic Footwear,45,250,112500,39375,0.35,Outlet,2021
316,Foot Locker,1185732,"Friday, July 2, 2021",Midwest,Illinois,chicago,Women's Street Footwear,40,200,80000,28000,0.35,Outlet,2021
317,Foot Locker,1185732,"Saturday, July 3, 2021",Midwest,Illinois,chicago,Women's Athletic Footwear,40,175,70000,28000,0.4,Outlet,2021
318,Foot Locker,1185732,"Sunday, July 4, 2021",Midwest,Illinois,chicago,Men's Apparel,50,175,87500,30625,0.35,Outlet,2021
319,Foot Locker,1185732,"Monday, July 5, 2021",Midwest,Illinois,chicago,Women's Apparel,55,350,192500,96250,0.5,Outlet,2021
320,Foot Locker,1185732,"Tuesday, July 6, 2021",Midwest,Illinois,chicago,Men's Street Footwear,50,575,287500,115000,0.4,Outlet,2021
321,Foot Locker,1185732,"Wednesday, July 7, 2021",Midwest,Illinois,chicago,Men's Athletic Footwear,45,325,146250,51187.5,0.35,Outlet,2021
322,Foot Locker,1185732,"Thursday, July 8, 2021",Midwest,Illinois,chicago,Women's Street Footwear,40,250,100000,35000,0.35,Outlet,2021
323,Foot Locker,1185732,"Friday, July 9, 2021",Midwest,Illinois,chicago,Women's Athletic Footwear,40,200,80000,32000,0.4,Outlet,2021
324,Foot Locker,1185732,"Saturday, July 10, 2021",Midwest,Illinois,chicago,Men's Apparel,50,225,112500,39375,0.35,Outlet,2021
325,Foot Locker,1185732,"Sunday, July 11, 2021",Midwest,Illinois,chicago,Women's Apparel,55,400,220000,110000,0.5,Outlet,2021
326,Foot Locker,1185732,"Monday, July 12, 2021",Midwest,Illinois,chicago,Men's Street Footwear,50,550,275000,110000,0.4,Outlet,2021
327,Foot Locker,1185732,"Tuesday, July 13, 2021",Midwest,Illinois,chicago,Men's Athletic Footwear,45,325,146250,51187.5,0.35,Outlet,2021
328,Foot Locker,1185732,"Wednesday, July 14, 2021",Midwest,Illinois,chicago,Women's Street Footwear,40,250,100000,35000,0.35,Outlet,2021
329,Foot Locker,1185732,"Thursday, July 15, 2021",Midwest,Illinois,chicago,Women's Athletic Footwear,40,225,90000,36000,0.4,Outlet,2021
330,Foot Locker,1185732,"Friday, July 16, 2021",Midwest,Illinois,chicago,Men's Apparel,50,200,100000,35000,0.35,Outlet,2021
331,Foot Locker,1185732,"Saturday, July 17, 2021",Midwest,Illinois,chicago,Women's Apparel,55,375,206250,103125,0.5,Outlet,2021
332,Foot Locker,1185732,"Sunday, July 18, 2021",Midwest,Illinois,chicago,Men's Street Footwear,50,500,250000,100000,0.4,Outlet,2021
333,Foot Locker,1185732,"Monday, July 19, 2021",Midwest,Illinois,chicago,Men's Athletic Footwear,45,300,135000,47250,0.35,Outlet,2021
334,Foot Locker,1185732,"Tuesday, July 20, 2021",Midwest,Illinois,chicago,Women's Street Footwear,40,200,80000,28000,0.35,Outlet,2021
335,Foot Locker,1185732,"Wednesday, July 21, 2021",Midwest,Illinois,chicago,Women's Athletic Footwear,40,175,70000,28000,0.4,Outlet,2021
